,Latitude,Longitude
23860,22.2,69.51
23861,21.8692248,71.1819841
23862,21.8855305,71.1017736
23863,21.745372,71.311177
23864,21.7772683,71.3512628
23865,21.8278587,71.6843919
23866,21.9400735,71.957917
23867,21.6531494,71.4432943
23868,25.393,87.193966
23869,25.7831,87.4432
23870,25.7831,87.4432
23871,25.7831,87.4432
23872,25.7831,87.4432
23873,25.47311,87.4324
23874,23.4127,87.4127
23875,23.4127,87.4127
23876,23.4127,87.4127
23877,26.107,87.95675
23878,26.107,87.95675
23879,26.312807,87.758139
23880,26.312807,87.758139
23881,26.312807,87.758139
23882,26.312807,87.758139
23883,26.312807,87.758139
23884,17.28,77.08
23885,17.27,77.02
23886,17.52,77.18
23887,17.66,77.06
23888,17.63,77.12
23889,17.73,76.62
23890,17.71,76.63
23891,17.7,76.52
23892,17.62,76.89
23893,17.64,76.74
23894,17.51,76.82
23895,17.28,76.21
23896,18.645,80.524
23897,18.769,80.492
23898,18.832,80.243
23899,23.36,72.15
23900,23.07,72.2
23901,22.73,72.48
23902,22.95,72.69
23903,22.35,72.05
23904,23.3,72.15
23905,23.43,72.61
23906,22.46,72.2
23907,22.52,72.17
23908,23.5,72.62
23909,23.41,72.27
23910,23.37,72.23
23911,23.45,72.25
23912,22.59,72.44
23913,22.65,72.47
23914,22.71,72.23
23915,22.59,72.36
23916,22.57,72.22
23917,22.57,72.26
23918,0.0,0.0
23919,0.0,0.0
23920,0.0,0.0
23921,0.0,0.0
23922,0.0,0.0
23923,0.0,0.0
23924,0.0,0.0
23925,0.0,0.0
23926,0.0,0.0
23927,0.0,0.0
23928,0.0,0.0
23929,0.0,0.0
23930,0.0,0.0
23931,0.0,0.0
23932,0.0,0.0
23933,0.0,0.0
23934,0.0,0.0
23935,0.0,0.0
23936,0.0,0.0
23937,0.0,0.0
23938,0.0,0.0
23939,0.0,0.0
23940,0.0,0.0
23941,0.0,0.0
23942,0.0,0.0
23943,0.0,0.0
23944,0.0,0.0
23945,0.0,0.0
23946,0.0,0.0
23947,0.0,0.0
23948,0.0,0.0
23949,0.0,0.0
23950,0.0,0.0
23951,0.0,0.0
23952,0.0,0.0
23953,0.0,0.0
23954,16.728533,81.492472
23955,16.7270433,81.5186084
23956,16.8131498,81.634303
23957,16.7674447,81.5846056
23958,16.8021274,81.6403002
23959,86.321,24.258
23960,16.682134,81.5189895
23961,16.9137582,81.3477086
23962,16.7428399,81.3764227
23963,86.80037,25.097996
23964,85.326,25.632
23965,25.004,87.001
23966,87.123,22.126
23967,25.025,85.026
23968,25.358,86.258
23969,25.0236,86.201
23970,86.94429,25.02272
23971,86.85467,25.02239
23972,86.9147,24.9858
23973,25.005,87.004
23974,85.635,23.365
23975,82.395,23.365
23976,16.9603,81.7007
23977,17.053254,81.5576505
23978,17.0337866,81.6107905
23979,17.0129767,81.5278334
23980,16.4098943,81.646083
23981,17.0307045,81.4917111
23982,17.1787648,81.4141187
23983,17.1792222,81.5315419
23984,17.1727275,81.5919847
23985,17.2326278,79.1195654
23986,22.51,72.26
23987,21.1006352,81.0350276
23988,21.1006352,81.0350276
23989,20.9553433,80.6964905
23990,21.050997,80.743964
23991,21.419537,80.978819
23992,21.5225,80.9952
23993,21.5225,80.9952
23994,21.522499,80.995201
23995,21.5225,80.9952
23996,21.56207,81.0523
23997,20.966706,80.849991
23998,20.63934,80.73706
23999,20.63934,80.73706
24000,21.1006352,81.0350276
24001,20.6004,80.74537
24002,20.6004,80.74537
24003,21.1006352,81.0350276
24004,21.27915,80.9069
24005,22.08808,81.00992
24006,21.27915,80.9069
24007,21.069361,80.673332
24008,21.06936,80.67333
24009,21.06936,80.67333
24010,20.93577,80.84251
24011,20.96671,80.84999
24012,20.967221,80.9584286
24013,20.9958,80.83701
24014,20.9713,80.8518
24015,20.9713,80.8518
24016,20.9713,80.8518
24017,20.9713,80.8518
24018,20.9713,80.8518
24019,20.9713,80.8518
24020,0.0,0.0
24021,0.0,0.0
24022,0.0,0.0
24023,24.79,92.41
24024,24.79,92.41
24025,26.48,83.66
24026,26.047696,85.485288
24027,26.047696,85.485288
24028,26.047696,85.485288
24029,26.047696,85.485288
24030,26.047696,85.485288
24031,26.047696,85.485288
24032,26.047696,85.485288
24033,25.9853,85.3945
24034,26.021898,85.316207
24035,26.043619,85.349799
24036,26.170555,85.391503
24037,26.058849,84.800731
24038,26.058849,84.800731
24039,26.072566,84.883948
24040,26.072566,84.883948
24041,26.072566,84.883948
24042,26.072566,84.883948
24043,26.072566,84.883948
24044,26.10562,84.803062
24045,26.10562,84.803062
24046,25.927241,84.829421
24047,25.927241,84.829421
24048,22.06603,81.607617
24049,22.266843,81.573353
24050,22.107183,81.551135
24051,22.043447,81.715789
24052,22.158632,81.536579
24053,22.04462,81.622688
24054,21.98909,81.693893
24055,21.974064,82.454966
24056,21.923085,82.441422
24057,21.982578,82.432724
24058,21.883228,82.476629
24059,21.83404,82.46986
24060,21.806092,82.462906
24061,21.792181,82.396711
24062,22.063685,81.76503
24063,26.8118333,94.5207222
24064,27.0857,95.1701
24065,27.0857,95.1701
24066,27.0857,95.1701
24067,27.0857,95.1701
24068,26.252942,92.335689
24069,26.252942,92.335689
24070,26.252942,92.335689
24071,26.252942,92.335689
24072,26.252942,92.335689
24073,26.252942,92.335689
24074,26.2521,92.3423
24075,26.1903,92.3739
24076,26.3503,92.6922
24077,26.3503,92.6922
24078,26.3503,92.6922
24079,26.3503,92.6922
24080,26.3503,92.6922
24081,26.2521,92.3423
24082,26.2521,92.3423
24083,26.2521,92.3423
24084,26.3503,92.6922
24085,26.4187,92.3425
24086,26.4187,92.3425
24087,26.4187,92.3425
24088,26.4535,92.4245
24089,26.756,94.2094
24090,26.756,94.2094
24091,27.1,95.22
24092,0.0,0.0
24093,0.0,0.0
24094,0.0,0.0
24095,0.0,0.0
24096,0.0,0.0
24097,0.0,0.0
24098,0.0,0.0
24099,0.0,0.0
24100,0.0,0.0
24101,0.0,0.0
24102,0.0,0.0
24103,0.0,0.0
24104,0.0,0.0
24105,0.0,0.0
24106,0.0,0.0
24107,0.0,0.0
24108,0.0,0.0
24109,0.0,0.0
24110,0.0,0.0
24111,19.87617,75.343313
24112,19.87617,75.343313
24113,19.87617,75.343313
24114,19.87617,75.343313
24115,19.87617,75.343313
24116,26.5766,85.2299
24117,26.576687,85.228874
24118,25.322108,84.634189
24119,25.346729,84.566853
24120,25.365477,84.596862
24121,25.373074,84.634954
24122,25.291887,85.407851
24123,25.662987,84.729529
24124,25.676219,84.704936
24125,25.640331,84.595297
24126,25.516338,84.512147
24127,25.541108,84.474963
24128,26.6357777,92.9842778
24129,27.6,94.76
24130,27.6,94.76
24131,27.6,94.76
24132,27.6,94.76
24133,27.6,94.76
24134,27.53,94.27
24135,27.3,94.41
24136,27.3,94.41
24137,27.43,94.31
24138,27.43,94.31
24139,27.43,94.31
24140,26.4132222,92.7427222
24141,26.4132222,92.7427222
24142,26.4132222,92.7427222
24143,26.4132222,92.7427222
24144,26.1578611,92.6592777
24145,26.1578611,92.6592777
24146,26.1578611,92.6592777
24147,26.1578611,92.6592777
24148,26.1578611,92.6592777
24149,26.1835,92.7362
24150,26.3338,92.5633
24151,26.3503,92.6922
24152,24.1617,92.1392
24153,26.3503,92.6922
24154,26.3503,92.6922
24155,26.3503,92.6922
24156,26.3029166,92.6258888
24157,26.3029166,92.6258888
24158,26.3307,92.8605
24159,26.1214,92.3057
24160,26.1214,92.3057
24161,26.8118333,94.5207222
24162,26.8118333,94.5207222
24163,27.1266666,94.7400277
24164,26.5628,94.3211
24165,26.5628,94.3211
24166,17.0074199,81.522416
24167,17.0865475,81.5116666
24168,16.7681999,81.7344027
24169,16.7937967,81.7290238
24170,16.8373839,81.675362
24171,16.857294,81.7088735
24172,16.9365347,81.669697
24173,16.9298813,81.6807667
24174,16.9474753,81.6358102
24175,16.8847072,81.6559697
24176,16.9136509,81.6509645
24177,17.388832,81.6004237
24178,17.2008913,81.6148751
24179,17.247892,81.643234
24180,24.009,84.006
24181,24.003,84.007
24182,24.305,84.036
24183,85.254,22.231
24184,25.258,85.269
24185,25.358,85.247
24186,25.024,85.026
24187,24.023,84.001
24188,25.634,87.305
24189,18.131673,82.511916
24190,18.049282,82.472734
24191,17.9849026,82.598675
24192,18.464963,82.121326
24193,18.1657642,82.552973
24194,18.168252,82.728682
24195,16.9384117,82.1298717
24196,16.95,82.13
24197,25.578067,84.608836
24198,25.357637,84.470059
24199,25.390084,84.46175
24200,25.352722,84.453663
24201,25.576247,84.455726
24202,25.447078,84.510421
24203,25.454474,84.370024
24204,25.395221,84.344339
24205,25.422276,84.361342
24206,19.87617,75.343313
24207,19.87617,75.343313
24208,19.87617,75.343313
24209,19.87617,75.343313
24210,19.87617,75.343313
24211,19.87617,75.343313
24212,19.87617,75.343313
24213,19.87617,75.343313
24214,19.87617,75.343313
24215,19.87617,75.343313
24216,19.87617,75.343313
24217,19.87617,75.343313
24218,19.87617,75.343313
24219,17.114,81.7363
24220,17.644901,81.275836
24221,16.96,82.01
24222,16.9,81.97
24223,16.81,81.97
24224,16.77,81.92
24225,17.03,81.98
24226,16.85,81.97
24227,16.83,81.91
24228,16.801,81.9105
24229,16.7679,82.1136
24230,16.7817,82.1482
24231,23.5716,92.3419
24232,27.1266666,94.7400277
24233,27.1266666,94.7400277
24234,26.5046,94.2934
24235,21.768319,71.45962
24236,21.671165,70.483356
24237,21.7548064,70.6350199
24238,21.710828,70.504182
24239,21.658656,70.722794
24240,21.695666,70.688161
24241,23.1345,92.4516
24242,21.943789,81.852488
24243,21.737088,82.686145
24244,21.737285,82.607145
24245,81.762295,81.762295
24246,22.171569,81.792372
24247,21.934752,83.013682
24248,21.923696,83.131393
24249,21.931739,82.732017
24250,21.901627,82.721226
24251,21.98034,82.826361
24252,22.056923,82.7482
24253,22.013186,82.798072
24254,21.789195,82.86137
24255,21.76048,82.882905
24256,21.814617,82.764378
24257,21.799208,82.750896
24258,22.038794,82.607821
24259,23.774088,73.185112
24260,26.54645,85.2356
24261,26.4536,85.23546
24262,26.38256,84.7615
24263,26.56251,84.75665
24264,26.35625,84.75125
24265,16.9459217,82.1536751
24266,17.06575,82.12265
24267,16.84,82.1
24268,16.77928,82.27311
24269,16.9,82.1971
24270,16.93,82.16
24271,17.01,81.72
24272,17.43,82.07
24273,17.426,82.001
24274,17.51,81.89
24275,0.0,0.0
24276,17.29235,82.39735
24277,17.38,82.42
24278,17.2141872,82.3438257
24279,17.2655,82.1904
24280,17.2659,82.1908
24281,17.24,82.09
24282,17.22,82.12
24283,0.0,0.0
24284,17.24,82.29
24285,17.2,82.153
24286,17.1822,82.1955
24287,17.42,82.38
24288,17.06575,82.12265
24289,17.06575,82.12265
24290,17.1263391,82.0815533
24291,17.1100158,82.1142245
24292,17.06575,82.12265
24293,17.11,82.24
24294,17.1,82.19
24295,16.728,82.1238
24296,16.6876,81.7461
24297,16.81,82.09
24298,16.7548,82.0584
24299,16.8191,82.126
24300,16.78,82.06
24301,16.9338,81.8825
24302,16.8265,81.9439
24303,16.7552,82.0084
24304,16.7369,82.0305
24305,16.77,81.98
24306,16.912,82.0339
24307,16.805,82.0128
24308,16.9069,82.0162
24309,16.9015,81.8798
24310,16.8597,81.858
24311,14.81,77.62
24312,14.77,77.52
24313,14.68,77.61
24314,14.68,77.59
24315,14.83,77.52
24316,14.68,77.58
24317,14.72,77.59
24318,14.53,77.55
24319,14.55,77.61
24320,14.56,76.99
24321,14.55,77.03
24322,14.55,77.03
24323,14.44,77.23
24324,14.36,77.26
24325,83.5297,18.6149
24326,21.23825,80.69025
24327,21.188441,80.758792
24328,21.188433,80.758737
24329,21.147007,80.746385
24330,21.13452,80.89566
24331,21.1266,80.81635
24332,21.1714,80.6447
24333,22.24,71.76
24334,22.83,72.31
24335,17.1917851,80.3575018
24336,17.1917881,80.3574988
24337,17.22775,80.17985
24338,0.0,0.0
24339,0.0,0.0
24340,0.0,0.0
24341,0.0,0.0
24342,26.016864,92.825304
24343,26.470446,90.767542
24344,23.7956531,86.430385
24345,23.70235,86.43115
24346,23.795653,86.430385
24347,23.6507,86.21955
24348,23.73065,86.4208
24349,23.73,86.3
24350,23.73248,86.669
24351,23.79365,86.731
24352,23.795653,86.430385
24353,23.7883612,86.419596
24354,25.668904,89.879271
24355,23.73065,86.4208
24356,23.795659,86.430379
24357,23.65,86.49
24358,23.76,86.75
24359,23.795662,86.430376
24360,23.795653,86.430385
24361,83.3584,18.5735
24362,83.3584,18.5735
24363,83.5297,18.6149
24364,83.5297,18.6149
24365,83.345,18.6011
24366,83.4145,18.5265
24367,83.6019,18.3701
24368,83.6018,18.37
24369,83.6897,18.3705
24370,83.3531,18.4836
24371,83.3531,18.4836
24372,83.3531,18.4836
24373,83.3531,18.4836
24374,83.4088,18.3774
24375,14.45,77.24
24376,14.46,77.33
24377,14.58,77.47
24378,17.69,86.57
24379,13.43,75.54
24380,13.47,74.38
24381,14.2,76.87
24382,14.27,76.87
24383,14.641,77.64
24384,14.58,77.48
24385,14.59,77.6
24386,14.58,77.48
24387,14.37,77.12
24388,14.37,77.13
24389,14.82,77.96
24390,14.68,77.7
24391,14.69,77.76
24392,26.55424,85.15456
24393,26.2566339,86.0835682
24394,26.2674009,86.2969422
24395,26.2293638,86.2698251
24396,26.218532,86.0784459
24397,26.3715714,85.9636618
24398,26.4465698,85.9074526
24399,26.588552,86.1359014
24400,26.2751572,86.256893
24401,26.4501235,85.9060436
24402,26.4199053,85.8224484
24403,26.2674009,86.2969422
24404,26.2674009,86.2969422
24405,26.6371637,85.9840865
24406,26.3531607,86.082995
24407,26.6371637,85.9840865
24408,26.4465698,85.9074526
24409,26.3975746,86.1599149
24410,26.2674009,86.2969422
24411,26.5885527,86.1359014
24412,26.4586509,86.2412543
24413,26.6592876,86.0539616
24414,26.4089424,86.3730615
24415,26.4089424,86.3730615
24416,26.4403547,85.9506959
24417,26.2751572,86.256893
24418,26.4098197,86.2894882
24419,80.06,26.86
24420,26.2674009,86.2969422
24421,26.4465698,85.9074526
24422,26.268653,85.42853
24423,26.268653,85.42853
24424,26.154405,85.0467728
24425,26.120888,85.36472
24426,26.135752,85.373043
24427,26.120888,85.36472
24428,26.120888,85.36472
24429,26.047696,85.485288
24430,26.047696,85.485288
24431,26.047696,85.485288
24432,26.047696,85.485288
24433,26.047696,85.485288
24434,26.043619,85.349799
24435,26.08803,85.390567
24436,26.043619,85.349799
24437,26.456734,85.701262
24438,26.170555,85.391503
24439,26.170555,85.391503
24440,26.170555,85.391503
24441,26.343376,85.604935
24442,22.264153,81.957573
24443,24.88,92.34
24444,24.72,92.35
24445,24.82,92.29
24446,24.75,92.35
24447,24.61,92.32
24448,24.61,92.32
24449,24.61,92.32
24450,24.87,92.35
24451,24.87,92.35
24452,24.87,92.35
24453,24.87,92.35
24454,13.2031,79.1596
24455,13.2031,79.1596
24456,13.2031,79.1596
24457,13.2031,79.1596
24458,13.2007,78.7468
24459,13.2007,78.7468
24460,13.2007,78.7468
24461,13.2007,78.7468
24462,14.6613,79.028
24463,14.6613,79.028
24464,13.3839,79.0821
24465,3.3839,79.0821
24466,13.3839,79.0821
24467,13.3839,79.0821
24468,13.1009,79.1842
24469,13.8709,78.06
24470,13.8709,78.06
24471,13.8709,78.06
24472,13.8709,78.06
24473,13.2017,79.3724
24474,13.2017,79.3724
24475,13.2017,79.3724
24476,13.1592,79.0399
24477,13.1592,79.0399
24478,13.1592,79.0399
24479,13.1592,79.0399
24480,13.6228835,78.2589874
24481,13.6228835,78.2589874
24482,13.6228835,78.2589874
24483,13.550014,78.499986
24484,13.4726735,78.4398633
24485,13.4726735,78.4398633
24486,13.4726735,78.4398633
24487,13.550011,78.499989
24488,13.550011,78.499989
24489,13.550011,78.499989
24490,13.9924,77.627
24491,13.9924,77.627
24492,13.9924,77.627
24493,13.9924,77.627
24494,12.7477,78.3424
24495,12.7477,78.3424
24496,12.7477,78.3424
24497,12.7477,78.3424
24498,13.6522,78.4817
24499,13.6522,78.4817
24500,13.6522,78.4817
24501,14.0987,78.3306
24502,14.0987,78.3306
24503,0.0,0.0
24504,0.0,0.0
24505,0.0,0.0
24506,0.0,0.0
24507,0.0,0.0
24508,0.0,0.0
24509,0.0,0.0
24510,0.0,0.0
24511,0.0,0.0
24512,0.0,0.0
24513,0.0,0.0
24514,22.7893,73.5933
24515,15.5934,73.5933
24516,23.2438,87.9178
24517,15.5934,73.0205
24518,15.5934,73.0205
24519,15.5934,73.0205
24520,15.5934,72.9614
24521,22.7334,73.3473
24522,15.5934,73.2578
24523,15.5934,73.3115
24524,15.5934,73.3115
24525,22.3582,73.3115
24526,22.5947,73.1775
24527,15.5934,73.1775
24528,15.5934,73.1775
24529,0.0,0.0
24530,0.0,0.0
24531,0.0,0.0
24532,0.0,0.0
24533,0.0,0.0
24534,0.0,0.0
24535,0.0,0.0
24536,0.0,0.0
24537,0.0,0.0
24538,0.0,0.0
24539,0.0,0.0
24540,0.0,0.0
24541,0.0,0.0
24542,14.0987,78.3306
24543,14.0987,78.3306
24544,14.0987,78.3306
24545,14.0987,78.3306
24546,13.8015,78.2626
24547,0.0,0.0
24548,0.0,0.0
24549,0.0,0.0
24550,26.4447778,91.438
24551,26.123,94.123
24552,22.297614,82.026252
24553,22.36619,82.01619
24554,22.188163,82.159125
24555,21.961957,82.353327
24556,21.981199,82.227089
24557,21.83893,82.255614
24558,21.749715,82.375022
24559,22.375272,82.326198
24560,26.5762699,86.141008
24561,26.3975746,86.1599149
24562,26.2566339,86.0835682
24563,26.3939164,85.8179039
24564,26.2293638,86.2698251
24565,26.3468544,86.0715474
24566,26.2674009,86.2969422
24567,26.5885527,86.1359014
24568,26.2751572,86.256893
24569,80.06,26.86
24570,26.120888,85.36472
24571,26.120888,85.36472
24572,27.447135,82.8829085
24573,26.260741,85.011651
24574,26.21512,85.169371
24575,26.307207,85.036337
24576,26.2762,85.214992
24577,26.2505447,85.5560634
24578,28.633183,70.657369
24579,26.246242,85.512298
24580,26.1374441,85.046079
24581,26.10034,85.9498
24582,26.4587445,85.5541255
24583,26.017412,85.548343
24584,26.450602,86.105192
24585,26.038075,85.646056
24586,85.36472,26.120888
24587,26.120888,85.36472
24588,26.120888,85.36472
24589,26.123,94.123
24590,26.2243,91.1746
24591,26.60669,91.58147
24592,24.84,92.81
24593,24.64,92.96
24594,24.64,92.96
24595,24.88,92.32
24596,24.69,92.84
24597,24.69,92.84
24598,24.83,93.02
24599,24.65,92.89
24600,24.65,92.89
24601,24.61,92.6
24602,24.65,92.89
24603,24.61,92.6
24604,24.73,92.89
24605,24.73,92.89
24606,24.83,92.73
24607,24.83,92.73
24608,24.83,92.73
24609,24.84,92.75
24610,24.88,92.88
24611,24.88,92.88
24612,24.88,92.88
24613,24.88,92.88
24614,24.98487,92.83307
24615,24.87487,92.83307
24616,24.98487,92.83307
24617,26.4447778,91.438
24618,26.4447778,91.438
24619,26.2243,91.1746
24620,26.2243,91.1746
24621,26.60669,91.58147
24622,26.60669,91.58147
24623,24.84,92.81
24624,24.84,92.81
24625,24.64,92.96
24626,0.0,0.0
24627,0.0,0.0
24628,26.5314,94.2801
24629,26.5314,94.2801
24630,26.5314,94.2801
24631,26.5314,94.2801
24632,26.7317,94.4677
24633,26.7317,94.4677
24634,26.4947,94.2422
24635,26.4947,94.2422
24636,26.4947,94.2422
24637,26.4947,94.2422
24638,26.4947,94.2422
24639,26.6003888,94.2015277
24640,26.6003888,94.2015277
24641,26.6003888,94.2015277
24642,26.1234,91.1234
24643,26.1234,91.1234
24644,26.1234,91.1234
24645,26.1234,91.1234
24646,27.0857,95.1701
24647,27.0857,95.1701
24648,26.5046,94.2934
24649,26.3503,92.6922
24650,25.1518,92.5816
24651,25.1518,92.5816
24652,25.1518,92.5816
24653,26.5628,94.3211
24654,26.5628,94.3211
24655,26.5628,94.3211
24656,26.5628,94.3211
24657,26.5628,94.3211
24658,26.5903,94.374
24659,26.5903,94.374
24660,26.5903,94.374
24661,26.5903,94.374
24662,26.8118333,94.5207222
24663,26.8118333,94.5207222
24664,24.5816,92.1615
24665,24.5816,92.1615
24666,24.1518,92.5816
24667,26.120888,85.36472
24668,26.120888,85.36472
24669,26.268653,85.42853
24670,26.268653,85.42853
24671,26.2674009,86.2969422
24672,26.3531607,86.082995
24673,26.3589725,86.4946007
24674,26.5883988,86.1370148
24675,26.4465698,85.9074526
24676,14.61,77.63
24677,14.86,77.61
24678,14.83,77.61
24679,15.74,74.24
24680,14.67,77.58
24681,14.69,77.58
24682,14.5,77.63
24683,14.53,77.16
24684,14.55,77.03
24685,14.55,77.03
24686,14.22,76.98
24687,14.351,77.111
24688,14.37,77.18
24689,14.66,77.6
24690,13.47,77.16
24691,14.79,77.63
24692,14.8,77.63
24693,14.76,77.53
24694,14.59,77.58
24695,14.48,77.54
24696,14.55,77.59
24697,14.22,76.86
24698,14.721,76.85
24699,14.68,77.05
24700,14.55,77.04
24701,14.55,77.03
24702,14.05,77.04
24703,14.55,77.03
24704,14.42,77.14
24705,14.34,77.23
24706,14.73,77.25
24707,13.47,75.63
24708,13.45,75.65
24709,13.31,74.01
24710,13.36,74.24
24711,14.28,77.14
24712,14.28,77.14
24713,14.16,76.73
24714,14.17,76.83
24715,14.16,76.69
24716,14.58,77.6
24717,17.58,77.47
24718,14.75,77.63
24719,14.58,77.54
24720,14.59,77.57
24721,14.58,77.55
24722,14.49,77.32
24723,14.71,77.58
24724,14.69,77.75
24725,14.9,77.84
24726,14.32,76.63
24727,14.32,76.68
24728,14.32,76.99
24729,14.67,77.38
24730,14.91,78.0
24731,17.45,81.75
24732,16.9766,81.8525
24733,17.2067,81.6623
24734,19.87617,75.343313
24735,26.3874847,85.5071389
24736,19.87617,75.343313
24737,19.87617,75.343313
24738,19.87617,75.343313
24739,19.87617,75.343313
24740,26.3589725,86.4946007
24741,26.2674009,86.2969422
24742,26.2674009,86.2969422
24743,26.5885527,86.1359014
24744,26.5498118,86.4667951
24745,26.2566339,86.0835682
24746,26.3151955,86.0829046
24747,26.2704061,86.3706203
24748,26.4757526,86.3249011
24749,26.4208,85.8832
24750,26.5949677,86.0897868
24751,26.6371637,85.9840865
24752,26.3589725,86.4946007
24753,26.5883988,86.1370148
24754,26.542898,86.1878441
24755,26.4465698,85.9074526
24756,26.5885527,86.1359014
24757,26.2293638,86.2698251
24758,80.06,26.86
24759,26.3500834,86.0924576
24760,26.4762153,85.938693
24761,26.3531607,86.082995
24762,26.2674009,86.2969422
24763,26.3531607,86.082995
24764,26.3468544,86.071547
24765,26.4465698,85.9074526
24766,26.5883988,86.1370148
24767,26.6108907,86.319928
24768,26.4045928,86.2760493
24769,26.218532,86.0784459
24770,25.862968,85.781026
24771,25.862968,85.781026
24772,25.862968,85.781026
24773,25.862968,85.781026
24774,25.862968,85.781026
24775,25.862968,85.781026
24776,23.795659,86.4303799
24777,25.583312,89.882712
24778,25.499943,89.862202
24779,25.844317,89.969316
24780,25.912798,89.996503
24781,25.8729,89.879
24782,25.742657,89.857522
24783,23.795664,86.430374
24784,23.9053,86.1933
24785,23.7956611,86.4303779
24786,23.7956591,86.4303799
24787,26.421473,90.821067
24788,25.933495,90.012825
24789,25.751627,93.172874
24790,25.794286,89.928615
24791,23.779281,86.320162
24792,23.9053,86.1933
24793,23.7956621,86.4303769
24794,23.7956531,86.430385
24795,23.9053,86.1933
24796,23.82,86.55
24797,18.9141,83.7651
24798,18.5439166,84.0132777
24799,18.5191332,83.7993055
24800,18.5191222,83.7993056
24801,18.5191311,83.7992995
24802,18.3524885,83.8585492
24803,18.3523856,83.8585895
24804,18.6707545,83.9503098
24805,18.6707456,83.9504125
24806,18.6707598,83.9502956
24807,18.6707523,83.9503055
24808,18.5102452,84.0391112
24809,25.862968,85.781026
24810,25.862968,85.781026
24811,25.862968,85.781026
24812,25.777139,87.475255
24813,25.777139,87.475255
24814,25.777139,87.475255
24815,25.927911,87.477731
24816,15.547118,80.047116
24817,15.537833,80.058317
24818,15.728602,80.172129
24819,15.921173,80.080633
24820,15.966121,80.024532
24821,15.911273,79.952694
24822,15.905761,80.046601
24823,15.891728,79.998989
24824,13.58708,80.034923
24825,13.587082,80.034921
24826,13.587081,80.034922
24827,13.7552552,79.9087634
24828,25.862968,85.781026
24829,25.862968,85.781026
24830,16.963842,80.303555
24831,16.953985,80.220153
24832,16.811809,80.380439
24833,16.825294,80.370492
24834,16.820718,80.43927
24835,16.245711,80.883097
24836,16.623826,80.435136
24837,16.608996,80.469458
24838,26.3872877,86.3300705
24839,26.3531607,86.082995
24840,26.4089424,86.3730615
24841,26.2674009,86.2969422
24842,17.6842778,82.9528894
24843,17.87548,82.9670233
24844,17.86519,82.974286
24845,17.487548,82.359865
24846,17.847172,82.963598
24847,17.60493,83.026178
24848,17.3599128,82.7133636
24849,17.4087899,82.6816382
24850,17.7602733,83.0707433
24851,17.731695,83.028082
24852,17.6570201,83.0225886
24853,17.574186,83.0777526
24854,17.5464784,83.0815278
24855,17.5768327,83.04048
24856,17.592301,83.08177
24857,17.4437566,82.6594799
24858,246.0,8544.0
24859,17.27,82.16
24860,17.5347,82.2451
24861,17.27,82.5
24862,0.0,0.0
24863,17.04,82.22
24864,16.97,82.06
24865,17.03,82.2
24866,18.25,79.73
24867,17.55,81.999
24868,17.57,81.98
24869,17.27,82.128
24870,16.88,82.13
24871,17.224,82.03
24872,19.87617,75.343313
24873,19.87617,75.343313
24874,19.87617,75.343313
24875,19.87617,75.343313
24876,19.87617,75.343313
24877,19.87617,75.343313
24878,25.0333,84.999999
24879,25.0333,84.999999
24880,25.0333,84.999999
24881,24.75,84.37
24882,24.75,84.37
24883,24.75,84.37
24884,24.75,84.37
24885,24.981806,83.668087
24886,24.988276,83.68138
24887,25.042435,83.56697
24888,24.908055,83.532339
24889,24.961392,83.622205
24890,24.940386,83.701314
24891,25.2195555,84.2572777
24892,25.191026,84.275283
24893,24.724795,84.020377
24894,25.092304,83.525677
24895,23.91,72.23
24896,23.98,72.22
24897,23.82,72.11
24898,23.85,72.08
24899,15.5934,72.1128
24900,15.5934,73.7738
24901,23.7087,72.7225
24902,15.5934,85.0449
24903,23.1486,73.6459
24904,17.1868,81.6932
24905,17.0436,81.7705
24906,17.591181,81.242867
24907,16.76,82.23
24908,16.77928,82.27311
24909,16.89,82.22
24910,16.849,82.1
24911,16.72763,82.30081
24912,17.6336451,82.8188358
24913,17.698409,82.9461959
24914,17.913672,82.96675
24915,17.9344716,82.9510666
24916,17.924272,82.962705
24917,17.633061,83.015141
24918,17.5992162,82.9624852
24919,17.4319859,82.7012489
24920,17.3731066,82.7102654
24921,17.3839854,82.7528325
24922,17.3988614,82.7218282
24923,17.6913029,83.0342699
24924,17.707018,83.012524
24925,17.5937759,83.0713809
24926,17.6414081,83.120879
24927,17.5979057,83.1133572
24928,16.740718,82.140142
24929,16.7611049,82.1849488
24930,16.748839,82.1897076
24931,17.53,81.93
24932,17.42,82.03
24933,17.65,82.2
24934,17.41,82.1
24935,17.52,81.92
24936,16.42,81.66
24937,17.1,82.32
24938,17.31,82.44
24939,17.29235,82.39735
24940,17.17275,82.32455
24941,17.17275,82.32455
24942,17.3,82.21
24943,17.13185,82.2617
24944,17.15,82.25
24945,17.8155396,83.1930221
24946,17.34,82.48
24947,17.2,82.0
24948,17.22,82.11
24949,17.21,82.29
24950,17.18,82.16
24951,17.16,82.14
24952,17.45,82.52
24953,17.46,82.46
24954,17.1012688,82.3255094
24955,17.12,82.13
24956,17.11,82.16
24957,17.17275,82.32455
24958,17.17,82.117
24959,17.06575,82.12265
24960,17.098,82.1618
24961,17.4221016,82.6256616
24962,17.9043916,82.96625
24963,17.9232983,82.9698533
24964,17.4028171,82.6653414
