,Latitude,Longitude
499,17.02024,80.07173
500,17.02024,80.07173
501,17.1246942,80.2084123
502,17.1246912,80.2084153
503,17.1246882,80.2084183
504,17.48585,80.14456
505,17.3309909,80.4402834
506,17.1937525,80.1421515
507,17.2472668,80.1514307
508,17.29385,80.1433
509,17.2411882,80.2247176
510,17.1498471,80.066055
511,17.142659,80.0631751
512,17.1648,80.02705
513,17.1498471,80.066055
514,17.200012,80.549988
515,17.200007,80.549993
516,17.21331,80.59505
517,17.33339,81.1597
518,17.21331,80.59505
519,17.4827,80.30275
520,17.6006063,81.0892527
521,17.4827,80.30275
522,17.044022,80.328968
523,16.99244,80.329569
524,17.251025,80.3508901
525,17.02024,80.07173
526,17.1246912,80.2084153
527,25.442095,86.066092
528,25.416675,86.129379
529,25.416675,86.129379
530,25.416675,86.129379
531,25.416675,86.129379
532,25.416675,86.129379
533,25.416675,86.129379
534,25.416675,86.129379
535,25.511152,86.476908
536,25.4821051,86.2975149
537,25.4149009,86.1348923
538,25.4196805,86.2748959
539,25.416675,86.129379
540,25.416675,86.129379
541,24.555,85.258
542,26.2899113,86.8220341
543,26.2899113,86.8220341
544,25.2899113,86.8220341
545,25.416675,86.129379
546,25.416675,86.129379
547,25.416675,86.129379
548,25.416675,86.129379
549,0.0,0.0
550,16.605931,81.621318
551,16.611914,81.661038
552,16.540798,81.456737
553,16.571747,81.534958
554,24.7931,80.1856
555,25.8795,78.7026
556,25.3956,79.2631
557,25.511152,86.476908
558,25.511152,86.476908
559,25.511152,86.476908
560,25.511152,86.476908
561,25.511152,86.476908
562,25.511152,86.476908
563,25.511152,86.476908
564,14.27,77.67
565,14.04,77.81
566,13.975403,77.104403
567,13.975404,77.104404
568,13.975405,77.104405
569,13.97541,77.10441
570,13.975411,77.104411
571,14.0798861,77.6022051
572,14.0798863,77.6022053
573,14.0798864,77.6022054
574,13.828926,77.493284
575,13.9402898,77.2717067
576,13.9402896,77.2717066
577,13.91,78.08
578,13.89,78.1
579,14.48,77.8
580,14.42,77.72
581,14.42,77.72
582,14.35,77.44
583,14.42,77.72
584,14.42,77.72
585,14.42,77.72
586,14.03,78.33
587,14.12,78.28
588,14.11,78.21
589,14.09,78.26
590,25.431379,89.54179
591,23.6575,86.1392
592,14.09,78.17
593,14.09,78.15
594,14.08,78.06
595,14.11,78.16
596,14.42,77.57
597,14.44,77.52
598,14.41,77.58
599,14.42,77.5
600,14.1113,77.9219
601,14.1996,77.801
602,14.136,78.153
603,14.348,77.995
604,13.986,78.185
605,14.1998,77.8012
606,14.233,78.094
607,14.5628,77.857015
608,14.248,78.25489
609,14.2444,78.244
610,13.922649,78.2011499
611,13.922669,78.2011675
612,13.9226849,78.2011842
613,13.9226898,78.2011886
614,13.9226933,78.2011937
615,13.805101,77.043901
616,13.805105,77.043905
617,14.128105,76.980105
618,14.128107,76.980107
619,13.93,77.77
620,13.97,77.72
621,13.96,77.68
622,14.33,77.58
623,14.31,77.66
624,13.84,77.69
625,13.983804,77.772304
626,13.983805,77.772305
627,13.983807,77.772307
628,13.975401,77.104401
629,13.975408,77.104408
630,14.0798865,77.6022055
631,14.0272,76.9933
632,13.82892,77.493282
633,13.828921,77.493282
634,13.828927,77.493286
635,13.93,78.07
636,14.5,77.78
637,14.53,77.72
638,14.5,77.76
639,14.22,77.81
640,14.26,77.77
641,14.26,77.78
642,14.24,77.79
643,14.42,77.72
644,14.42,77.72
645,14.42,77.72
646,14.31,77.5
647,14.42,77.72
648,14.08,78.36
649,14.11,78.25
650,18.2258121,79.3688857
651,18.2046655,79.3811345
652,18.3266963,79.4079001
653,18.3320233,79.31671
654,18.2952533,79.3700933
655,18.4698287,79.2947145
656,0.0,0.0
657,18.2683149,79.2478833
658,18.2492383,79.2423233
659,18.36509,79.5383633
660,18.3766766,79.510565
661,18.3600431,79.4164577
662,18.4078892,79.327984
663,18.318915,18.318915
664,18.23993,79.4544933
665,18.291575,79.502995
666,18.5129774,79.6280337
667,18.4321499,79.494108
668,18.4321499,79.494108
669,18.4321499,79.494108
670,18.5155432,79.449063
671,18.551682,79.4037517
672,18.5059114,79.4693633
673,18.4240211,79.465738
674,18.4167802,79.4780313
675,18.4240831,79.4657463
676,18.7903133,79.3482029
677,18.8016659,79.3829603
678,18.7206416,79.2613533
679,18.7295283,79.332415
680,18.68208,79.3764866
681,18.6776683,79.3561407
682,18.6321813,79.5287997
683,18.583883,79.2744048
684,18.5881247,79.2909966
685,18.6304449,79.2424449
686,18.5298975,79.2367372
687,18.783395,79.4810433
688,18.6681848,79.478468
689,18.2649946,79.3666044
690,18.1868947,79.3443583
691,18.3716855,79.4580589
692,18.2639233,79.3362383
693,18.3055183,79.3628883
694,18.3444516,79.3565016
695,18.4292033,79.3017166
696,18.1751416,79.2307816
697,18.21825,79.3422316
698,18.2937383,79.28419
699,18.3834833,79.3095816
700,18.1808233,79.4472249
701,18.1634766,79.3638483
702,18.3597033,79.56717
703,18.405397,79.3701406
704,18.3786941,79.3756903
705,18.5128424,79.1901559
706,18.2549883,79.4829016
707,18.2911383,79.5395499
708,18.3036783,79.4907183
709,18.2473405,79.4940527
710,18.2696579,79.4084966
711,18.3362746,79.4664689
712,18.3173492,79.4371499
713,18.2472516,79.2839316
714,18.3193816,79.3520633
715,20.4101233,85.2988016
716,20.39566,85.3149483
717,20.3904949,85.3055683
718,20.4004016,85.4271866
719,20.600541,85.8875532
720,20.5812887,85.8917082
721,20.5135334,85.8448849
722,20.5077819,85.8036835
723,20.4330375,85.1603941
724,20.411133,85.1252419
725,20.4557547,85.185925
726,20.4005723,85.1482789
727,20.658058,85.9198744
728,20.548296,85.987915
729,20.6417131,85.953815
730,20.949337,86.516818
731,20.564601,86.116651
732,20.804379,86.476908
733,18.5129764,79.6280327
734,18.4371965,79.5516928
735,18.411943,79.5018977
736,18.72436,79.3760166
737,18.68279,79.31823
738,18.6288557,79.5512558
739,18.6255235,79.572086
740,18.630891,79.5736518
741,18.0843233,79.3851933
742,18.1436333,79.378035
743,18.1604166,79.4989466
744,18.1590649,79.5930633
745,18.062805,79.34626
746,18.1404731,79.4478562
747,18.1063433,79.378496
748,18.1571596,79.4124038
749,18.1132866,79.5375766
750,18.239355,79.5573533
751,18.2021466,79.5599116
752,14.02,78.27
753,14.04,78.4
754,14.04,78.18
755,14.12,78.16
756,14.45,77.54
757,14.45,77.57
758,14.12,77.93
759,14.16,77.93
760,14.1114,77.9221
761,14.1866,77.7607
762,14.19,77.81
763,14.1995,77.802
764,14.1998,77.8014
765,14.1993,77.80141
766,14.3358,77.719
767,14.3357,77.7153
768,14.347,77.994
769,14.3499,77.995
770,25.511152,86.476908
771,25.511152,86.476908
772,25.511152,86.476908
773,25.416675,86.129379
774,25.511152,86.476908
775,25.511152,86.476908
776,25.511152,86.476908
777,25.511152,86.476908
778,25.511152,86.476908
779,25.511152,86.476908
780,25.511152,86.476908
781,25.511152,86.476908
782,25.511152,86.476908
783,25.416675,86.129379
784,25.511152,86.476908
785,25.416675,86.129379
786,18.0273599,79.3513383
787,18.2073083,79.5069516
788,18.21277,79.4808233
789,18.0736757,79.4258131
790,18.1292892,79.4537076
791,30.8607,76.1863
792,18.231065,79.5186166
793,16.6138273,78.9505003
794,18.162765,79.5742766
795,18.1858416,79.59424
796,15.02,77.06
797,14.95,77.58
798,14.96,77.4
799,14.9,77.43
800,15.02,77.49
801,15.07,77.52
802,14.97,77.24
803,14.82,76.85
804,14.84,76.69
805,15.19,76.78
806,15.07,77.63
807,15.05,77.64
808,15.1,76.85
809,15.21,76.64
810,17.9,83.29
811,17.87,83.26
812,15.06,76.59
813,15.06,76.59
814,14.58,76.44
815,15.44,76.65
816,15.67,77.42
817,15.15,76.95
818,15.09,77.6
819,15.08,77.58
820,15.07,77.57
821,15.0,77.4
822,15.12,77.51
823,15.1,77.49
824,14.69,76.81
825,14.73,76.81
826,24.058439,84.9371
827,23.6393,85.3188
828,25.5689,84.09579
829,14.7,76.84
830,18.0390483,79.3158533
831,18.0283883,79.282015
832,18.0560983,79.2900116
833,18.1107964,79.4915092
834,18.1348272,79.4922907
835,18.1304742,79.4380566
836,18.1128029,79.4074475
837,25.245595,84.390026
838,25.258143,84.262863
839,25.257151,84.383432
840,25.526374,84.319455
841,18.6183603,79.2850812
842,18.6304482,79.2424713
843,20.4439821,85.400933
844,20.38909,85.395465
845,20.5976576,85.9179988
846,20.5672335,85.8121095
847,20.5036576,85.7672522
848,20.4528994,85.1488734
849,20.4051749,85.1902259
850,20.26663,85.896005
851,20.5343355,86.0218503
852,0.0,0.0
853,0.0,0.0
854,0.0,0.0
855,0.0,0.0
856,15.765534,79.818455
857,15.663189,79.948649
858,15.709129,79.944137
859,15.649713,79.906714
860,15.668226,79.939416
861,14.472835,79.899409
862,14.921048,79.476716
863,15.0097,79.500266
864,14.153986,79.800256
865,14.700924,79.866784
866,14.763801,80.036726
867,14.539829,79.583872
868,14.788317,80.070256
869,14.859439,79.367323
870,14.978575,79.373658
871,15.772744,79.91997
872,15.699317,79.793942
873,15.680023,79.814678
874,15.65209,79.982057
875,15.64525,79.921649
876,15.578951,80.078444
877,14.738067,79.859783
878,14.909472,79.86491
879,14.818652,79.922768
880,14.621379,79.290566
881,14.922919,79.916472
882,14.782867,79.891915
883,14.90386,79.683887
884,14.835683,79.674066
885,14.829185,79.737884
886,14.818652,79.922768
887,0.0,0.0
888,0.0,0.0
889,0.0,0.0
890,0.0,0.0
891,0.0,0.0
892,0.0,0.0
893,0.0,0.0
894,0.0,0.0
895,0.0,0.0
896,0.0,0.0
897,0.0,0.0
898,0.0,0.0
899,0.0,0.0
900,0.0,0.0
901,0.0,0.0
902,0.0,0.0
903,0.0,0.0
904,0.0,0.0
905,0.0,0.0
906,0.0,0.0
907,0.0,0.0
908,0.0,0.0
909,0.0,0.0
910,0.0,0.0
911,0.0,0.0
912,0.0,0.0
913,0.0,0.0
914,0.0,0.0
915,0.0,0.0
916,0.0,0.0
917,0.0,0.0
918,86.26455,24.75533
919,24.0,87.201
920,24.563,86.302
921,25.365,86.321
922,86.21236,24.85533
923,86.65224,24.85533
924,84.425,24.147
925,86.26455,24.7553
926,86.26455,24.75533
927,24.19254,84.35026
928,0.0,0.0
929,0.0,0.0
930,17.235568,82.404842
931,17.957777,83.052864
932,24.32825,83.95193
933,24.31543,83.98302
934,20.907,77.6026
935,0.0,0.0
936,0.0,0.0
937,14.3923581,78.480938
938,14.5757882,78.7384084
939,14.5549145,78.7174455
940,14.4594227,78.323398
941,14.43567,78.4445583
942,17.940412,83.019004
943,17.9241,83.064326
944,18.3084283,82.990625
945,18.2164592,82.904521
946,18.3155716,82.8686933
947,17.931746,83.080384
948,17.931879,83.059001
949,17.936125,83.039989
950,17.916571,83.078805
951,0.0,0.0
952,0.0,0.0
953,0.0,0.0
954,0.0,0.0
955,0.0,0.0
956,0.0,0.0
957,0.0,0.0
958,0.0,0.0
959,0.0,0.0
960,0.0,0.0
961,14.4948518,79.3110859
962,0.0,0.0
963,0.0,0.0
964,0.0,0.0
965,0.0,0.0
966,0.0,0.0
967,0.0,0.0
968,0.0,0.0
969,0.0,0.0
970,0.0,0.0
971,0.0,0.0
972,0.0,0.0
973,0.0,0.0
974,0.0,0.0
975,0.0,0.0
976,0.0,0.0
977,0.0,0.0
978,15.72767,79.850264
979,15.740834,79.912783
980,15.636979,79.945851
981,15.680291,79.9171
982,16.51269,80.112847
983,14.993672,79.551212
984,25.511152,86.476908
985,25.511152,86.476908
986,25.511152,86.476908
987,25.511152,86.476908
988,25.511152,86.476908
989,25.511152,86.476908
990,16.485133,81.48831
991,16.536415,81.492427
992,16.491681,81.616659
993,16.613141,81.424699
994,25.416675,86.1293792
995,25.416675,86.129379
996,25.416675,86.129379
997,25.416675,86.129379
998,25.416675,86.129379
999,25.416675,86.129379
1000,25.5107742,85.9993997
1001,25.416675,86.1293792
1002,25.4715795,86.0809938
1003,25.416675,86.129379
1004,25.416675,86.129379
1005,13.98,77.71
1006,14.25,77.58
1007,14.27,77.67
1008,13.84,77.71
1009,13.983806,77.772306
1010,13.983811,77.772311
1011,13.975406,77.104406
1012,13.975407,77.104407
1013,13.975409,77.104409
1014,13.828924,77.493287
1015,13.9402894,77.2717069
1016,13.89,78.03
1017,14.5,77.77
1018,18.4514699,79.282675
1019,18.1862049,79.2842233
1020,18.2107199,79.2387633
1021,18.1642466,79.2375649
1022,18.3659783,79.2753483
1023,18.1577833,79.3170616
1024,18.1619766,79.3392066
1025,0.0,0.0
1026,0.0,0.0
1027,18.3766766,79.510565
1028,18.3901578,79.4901955
1029,18.3600431,79.4164577
1030,20.4153466,85.3809799
1031,20.3756716,85.3390416
1032,22.0135599,85.6564583
1033,14.71,76.72
1034,14.78,76.9
1035,15.27,76.85
1036,14.98,76.14
1037,14.71,76.18
1038,15.03,76.12
1039,15.16,77.65
1040,15.06,77.64
1041,15.12,77.23
1042,14.34,77.15
1043,15.0,76.73
1044,14.97,76.38
1045,15.72,77.37
1046,15.66,77.41
1047,15.5346,77.4712
1048,15.19,77.25
1049,15.08,77.6
1050,15.01,77.44
1051,14.711866,79.886382
1052,14.708396,79.840178
1053,14.688764,79.84403
1054,14.688805,79.902478
1055,14.763801,80.036726
1056,14.461175,79.989704
1057,14.905999,79.369787
1058,14.80076,79.421509
1059,14.998319,79.309185
1060,24.08,92.15
1061,24.08,92.15
1062,24.08,92.15
1063,24.08,92.15
1064,24.56,92.64
1065,24.56,92.64
1066,24.56,92.64
1067,24.4,92.56
1068,24.54879,92.42768
1069,24.54,92.69
1070,24.5,92.43
1071,24.08,92.15
1072,24.75,92.34
1073,24.54879,92.42768
1074,24.54879,92.42768
1075,24.5,92.43
1076,24.5,92.43
1077,24.75,92.34
1078,24.75,92.34
1079,24.201542,92.124523
1080,24.58,92.45
1081,24.201542,92.124523
1082,24.81,92.77
1083,24.64,92.48
1084,24.64,92.48
1085,14.53,77.8
1086,0.0,0.0
1087,0.0,0.0
1088,0.0,0.0
1089,0.0,0.0
1090,0.0,0.0
1091,0.0,0.0
1092,0.0,0.0
1093,0.0,0.0
1094,0.0,0.0
1095,0.0,0.0
1096,0.0,0.0
1097,0.0,0.0
1098,0.0,0.0
1099,0.0,0.0
1100,0.0,0.0
1101,0.0,0.0
1102,0.0,0.0
1103,0.0,0.0
1104,0.0,0.0
1105,0.0,0.0
1106,17.1246922,80.2084143
1107,17.1246902,80.2084163
1108,17.1246932,80.2084133
1109,17.1246902,80.2084163
1110,17.2988146,80.1983362
1111,17.2472598,80.1514377
1112,17.4879726,80.1428113
1113,17.1498471,80.066055
1114,17.4879726,80.1428113
1115,17.1498421,80.06606
1116,17.21331,80.59505
1117,18.7387886,77.8497936
1118,15.06,77.54
1119,15.08,77.49
1120,15.02,77.49
1121,15.05,77.49
1122,14.81,76.76
1123,14.7,76.85
1124,14.64,75.15
1125,14.99,76.14
1126,15.06,76.21
1127,15.19,77.81
1128,15.09,77.64
1129,14.91,77.971
1130,14.65,77.54
1131,24.2351102,85.5175057
1132,24.25311,85.51857
1133,17.2097,81.79496
1134,20.5535161,85.9133593
1135,20.5727548,85.8708487
1136,20.5663391,85.8299604
1137,20.5205597,86.0026023
1138,20.5668066,85.9507066
1139,20.569855,85.951885
1140,25.298576,84.306872
1141,25.182085,84.348436
1142,21.551356,81.7977
1143,25.242817,84.319802
1144,63.22719,115.37589
1145,18.4919704,79.5802386
1146,18.4445584,79.400091
1147,18.8338347,79.4178778
1148,18.711195,79.31577
1149,18.6309877,79.5736123
1150,25.273268,84.536637
1151,25.443387,84.486165
1152,24.87,92.56
1153,24.68,92.34
1154,24.59,92.39
1155,24.55,92.82
1156,24.94,92.73
1157,24.48,92.32
1158,24.41,92.3
1159,13.9,79.0
1160,13.95,78.9
1161,13.91,78.91
1162,14.3271894,79.2195613
1163,13.99,78.45
1164,30.2549,76.2993
1165,30.483997,76.593948
